"Nr";"Kurzbezeichnung";"Einheit";"Matchcode"
1394;"Montage der bauseitig gelieferten ";"Stück";"Deckenbeleuchtung"
1395;"Steuerleitung 2x2x0,6 zur Übertragung der SO.";"Stück";12
1396;"AP-Gehäuse mit Montageplatte (bauseits). ";"Stück";13
1397;"Lagerung einer Anschlußleitung";"Stück";"Anschlußleitung"
1398;"Montage und Lagern einer Anschlußleitung swv.,";"Stück";"Alternativ-Pos. "
1399;"Vorarbeiten zur Baustromversorgung";"Stück";"Vorarbeiten Baustrom"
140;"Trafo 60 VA";"Stück";"Trafo 60 VA"
1400;"AEG Abhänger u. Seil";"Stück";"BHS"
1401;"Lieferung und Montage eines 500 W-Halogenstrahlers";"Stück";"500 W-Strahler "
1402;"Demontage der alten Hauptverteilung und Umklemmen der vorhandenen Lidl-Zuleitung zur UV im EG, ";"Stück";"Dem. Hauptvert. "
1403;"Lieferung und Montage eines Hauptkabels";"Stück";"Hauptzuleitg. Kabel"
1404;"Rechnung bezügl des o. g. Angebotes zum  ";"Stück";"Pauschalbetr. "
1405;"Lieferung und Montage von 3 Vordachleuchten, 1x 58W in Insektendichtausführung. ";"Stück";"Vordachbeleuchtung "
1406;"Halogenstrahler 1000W, Fluolite";"Stück";"LH1000Fluolite"
1407;"Netzwerkleitung zwischen Datenschrank und Montagegehäuse ZetaView einbauen. ";"Stück";14
1408;"Anpassung Verteilerdokumentation. ";"Stück";15
1409;"Inbetriebnahme Datenlogger. ";"Stück";16
141;"Kabelbinder lang  bis 350mm";"Stück";"BK22"
1410;"Anschluß der Gas- und Wasseruhr sowie Stromhauptimpuls an SO Bus-System. Beauftragung durch Lidl";"Stück";17
1411;"Strommessung/ Datenerhebung pauschal";"Stück";"Datenerhebung"
1412;"ISO-Wandleranlagendeckel";"Stück";"ISO-Wandlerdeckel"
1413;"Ein- und Ausschalt Wischrelais";"Stück";"S19"
1414;"Verlegung Erdkabel inkl. Erdarbeiten";"Stück";"Verleg. Erdkabel"
1415;"Notlicht-Glühlampe, 7W";"Stück";"L7"
1416;"Zulage für nachträglichen Einbau von Zählern sowie Datenlogger (Alternativ), falls im Zuge der ";"Stück";18
1417;"Steckdosenleiste, 6-fach mit Überspannungsschutz";"Stück";"Steckdosenl. Übersp."
1418;"Montage von 2 Drehrastspiegelleuchten, einschl. ";"Stück";"Drehrastspiegelleu."
1419;"Montage von 4 Isoluxleuchten, einschl. ";"Stück";"Mont.v.Isoluxleuchl."
142;"Kippdübel M5";"Stück";"BK3"
1420;"Testen der Überwachungsanlage, danach die Demontage von bis zu 3 Kameras, eines Monitors und des ";;"Testen der Überwachungsanl. "
1421;"Setzen von 2 Mastleuchten und deren Anschluß, ";"Stück";"Mastl. + Anschluß"
1422;"swv. mit Doppelmasten. ";"Stück";"swv. Doppelmasten"
1423;"Transport der Überwachungsanlage in die Filiale 031. ";;"Transport bis in Fil. 031"
1424;"Umschwenken der 3 Hauptkabel an die Pos. 1 ";"Stück";"Umschwenken Hauptk. "
1425;"Verlegen eines abschaltbaren Stromkreises mit bis zu 5 Steckdosen für die transportierten Geräte. ";;"Verlegen eines abschaltbaren "
1426;"Montage und Einstellen der Überwachungsanlage sowie einen auszuführenden Funktionstest der Anlage. ";;"Montage und Einstellen der "
1427;"Schuko-Steckdosen-Verteiler 5-fach ";"Stück";"SAT 5"
1428;"Versetzen der Ampelsteuerung in das Filialleiter-";"Stück";"Versetz. Ampelsteuer"
1429;"Transport u. Lagerkosten ";"Stück";"LTK "
143;"Kippdecken-Dübel M5";"Stück";"BK4"
1432;"Lautsprecher-Teraneo-Micro-Kombination ";"Stück";"Lautspr. Teraneo"
1433;"Zündgerät, bis 250W";"Stück";"LQ17"
1434;"Optischer Rauchmelder Hekatron";"Stück";"Opt. Rauchmelder Hekatron "
1435;"Optischer Rauchmelder ";"Stück";"OPRauch"
1436;"Läutewerk 8 - 12V";"Stück";"K812"
1437;"Versetzen eines Lichtbandes um bis zu 30cm. ";"Stück";"LB versetzen"
1438;"Umschalten des Schneckenverdichters. ";"Stück";"Umsch. Schneckenverd"
1439;"Niedervolt-Halogenstrahler, inkl. Leuchtmittel 35W. ";"Stück";"Niedervolt-Halogenstrahler"
144;"Kippdecken-Haken M5/100";"Stück";"BK5"
1440;"elektronischer Trafo, 12V/105W ";"Stück";"Elektronische Trafos"
1441;"Bei 50W-Leuchtmittel, wird ein elektronischer Trafo mehr benötigt. ";"Stück";"50W-Leuchtmittel "
1442;"Elcom-Klingelanlage inkl. 5 x Nebensignal-Gerät";"Stück";"Elcom-Klingelanlage"
1443;"Helios-Lüfter komplett. ";"Stück";"Helios-Lüfter "
1444;"Maico-Klappe MK25";"Stück";"MK25"
1445;"Maico-Drehzahlensteller STS";"Stück";"Maico-Drehz."
1446;"Montage und Installation der Maico-Klappe ";"Stück";"Maico-Montage "
1447;"Umbau der vorhandenen Schaltung für die separate ";"Stück";"Logo-Schaltung"
1448;"RWA-Taster, 230V Setec";"Stück";"RWA-Taster, 230V"
1449;"Umschwenken von 4 Hauptkabel an Pos. 1 ggf. ";"Stück";"Umschwenken v. 4"
145;"Kabelbinder kurz ";"Stück";"BK1"
1450;"Universalspannungs-Zeitrelais. ";"Stück";"Universalspannungs-Zeitrelais"
1451;"swv. Pos. 4, jedoch mit Drehstromzähler. ";"Stück";"swv. Drehstrom"
1452;"Austausch der Wandler außerhalb der Geschäftszeiten, von 150/5A auf 250/5A. ";"Stück";"Tausch der Wandleranlage. "
1453;"Infra-Control-Bewegungsmelder 180°";"Stück";"SC26"
1454;"Sicherungskasten (Lichtmast), 2x16A";"Stück";"Sicherungskast. "
1456;"Notausgangsschild";"Stück";"Notausgangsschild"
1457;"19 Netzwerschrank zur Wandmontage""";"Stück";"19 Netzwerkschrank"""
146;"Nagelschellen 7 - 13/35 m. N Packung";"Stück";"BN"
1463;"Umverlegen der Unterverteilung im UV, EG und im OG";"Stück";"Umverl. Untervert."
1466;"Lichteinsatz Siteco, 1x58W, EVG. ";"Stück";"LES58"
1467;"Miete f. Hebebüne ";"Stück";"Hebebüne"
1469;"Brandschutz-Schild";"Stück";"Brandsch.-Schild"
147;"Niedervoltlampe 35 - 50 W";"Stück";"Niedervoltlampe "
1470;"Siemens DE 21KW, elektronisch ";"Stück";"elektr. Durchlauferh"
1472;"SLS-Schalter, Hager HT399EA";"Stück";"SLS-Schalter"
1473;"Verkauf von Firmenfahrzeug B-HZ 8425";"Stück";"B-HZ 8425"
1475;"5 Volt externes Netzteil 80W - Gleichstrom ";"Stück";"5 V ext. Netzteil "
1477;"Erden eines Serverschranks nach BBS.";"Stück";"Erden Serverschr. "
1478;"Hekatron Steuergerät, 230V, 8,4W";"Stück";"Netzgerät"
1479;"Wohnungsinstallation, Tempelhofer Damm 126, laut ";"Stück";"Wohnungsinstall."
148;"Laternenmast konisch, 6m, inkl. Lieferung. ";"Stück";"Mast konisch, 6m"
1480;"Erstellen eines Kabelgrabens an der Grundstücks-";"Stück";"Erstell. Kabelgraben"
1481;"Montage, Zusammenbau und Ergänzung der 7 Fassaden-";"Stück";"Fassadenleuchten"
1482;"Liefern und Verlegen einer Zuleitung zur Mopro-UV, einschl. Anschluß, NYY 5x25mm²";"Stück";"Zuleitung, Mopro "
1483;"Lieferung und Montage einer Unterverteilung im Pfandmaschinenraum, 3-reihig mit Tür, bestückt mit: ";"Stück";"Unterverteilung"
1484;"Mastanschlußraum-Klappe.";"Stück";"Mastaschlußraum-Klappe"
1486;"Nobile Tronic-Trafo 150VA";"Stück";"Nobile Trafo"
1489;"Abklemmen der Kühlungszuleitungen, s. w. v. ";"Stück";"Abklem. Kühlungszul."
1491;"Verlegen der EDV-Leitung in weißem Kabel-";"Stück";"Verleg. d. EDV-Leit."
1492;"Umsetzen des Kabelkanals auf die andere Säulen-";"Stück";"Versetz. d. Kassent."
1493;"Rollstuhlfahrer-Hinweisschild";"Stück";"Rollstuhl-Hinw. "
1494;"Abklemmen der alten Anlage. ";"Stück";"Abklem. alte Anlag. "
1498;"Montage der Kompensationsanlage. ";"Stück";"Kompensationsanl. "
150;"Reihenschellen 7 - 25";"Stück";"BR1"
1500;"Verlegen sämtlicher Zuleitungen";"Stück";"Insta. u. Erdung"
1502;"Zusatzbeleuchtung";"Stück";"Zusatzbeleuchtung "
1504;"Sicherheitsbeleuchtung";"Stück";"Sicherheitsl. 3h/8W"
1506;"Auswechseln der Zuleitung für die Unterverteilung-Keller. ";"Stück";"UV-Keller "
1507;"Lieferung und Montage eines Hauptkabels vom HA zur Pos. 2";"Stück";"Hauptkabel vom HA"
1508;"Erdspieß mit Anschlußleitung, 1,5m. ";"Stück";"Erdspieß m. Anschl."
1509;"Lieferung und Montage eines Hauptkabels zwischen dem HA und der Pos. 1, und ";"Stück";"Hauptkabel zw. Pos. "
151;"Reihenschellen 13 - 48";"Stück";"BR2"
1510;"Umverlegung und Verlängern der Moprozuleitung";"Stück";"Umverl. Mopro u. Schneckenverd."
1511;"Hekatron Feststellanlage.";"Stück";"Hekatron "
1512;"Vorschaltgerät 70W NAV";"Stück";"70W-Vorschaltger. "
1513;"Montage einer bauseitig gelieferten Laterne mit Doppelausleger, LPH 8m, und Verlängern ";"Stück";"Montage Parkplatzlaterne"
1514;"NYM 3x4 qmm";"Meter";"N34"
1516;"Liefern und Verlegen von 6 Leerrohren in Betonschalung, zeitgleich der Pflaster- ";"Stück";"Leerrohre"
1517;"Iso-Lasttrenner-Verteilung, 2x100A. ";"Stück";"V2100"
1519;"Lieferung und Montage eines Lichtmastes LPH 6m, inkl. Mastaufsatzleuchte 70W NAV und Leuchtmittel";"Stück";"Lichtmast, LPH 6m "
152;"Reihenschiene verzinkt 25x10/1";"Stück";"BR3"
1522;"Montage der 12 vorhandenen BAP-Leuchten";"Stück";"Langfeldleuchten "
1524;"Potentialausgleich an 5 Punkten der Räume. ";"Stück";"Poti - an 5 Punkten"
1525;"Montage der vorhandenen";"Stück";"Nurglasspiegell."
1526;"Abklemmen der vorhandenen Regalbeleuchtung, und das Umverlegen der Zuleitung. ";"Stück";"Abkl. vorh. Regalbel. "
153;"Schlitzbandeisen 20x30";"Stück";"BS1"
1530;"Konsole für das Klimagerät (Kabelband 600m). ";"Stück";"Kons. f. Klimager."
1531;"Edelstahltauch-Pumpe";"Stück";"Edelstahlt.-Pumpe"
1532;"Schwedenschellen ";"Stück";"Schwedenschellen "
1533;"Brandschutzmasse, F90-Kartusche";"Stück";"Brandschutzmasse"
1534;"Lieferung und Montage von 2 Hauptzuleitungen, 4x95mm² bis zu 8m. ";"Stück";"Hauptleitung"
1535;"Umklemmen und Verlängern der Schneckenverdichter-";"Stück";"Umkl.u.Verl.Schn."
1536;"Mängelpkt. 10: Demontage ";"Stück";"Demontage"
1537;"Mängelpkt. 6: Mit Brandschutzmasse verschließen. ";"Stück";"m. Brandsch.-Masse "
1538;"Mängelpkt. 15: 2 Leuchtenabdeckungen ";"Stück";"Leuchtenabdeckungen"
1539;"Mängelpkt. 18: 2 Normen-Kunststoflleuchten.";"Stück";"Normen-Kunststoffl. "
154;"Schlüsselschrauben 10x60";"Stück";"BS106"
1540;"Dimmer für elektronische Vorschaltgeräte. ";"Stück";"Dimmer "
1541;"Läutewerk 230 Volt. ";"Stück";"K230"
1542;"Zählerschrank 100A";"Stück";"Zählerschr. 100A"
1543;"Baustromverteiler einschl. Zuleitung";"Stück";"Baustromvert. Zuleit"
1544;"Zuleitungen für Mopro";"Stück";"Zuleitungen Mopro"
1545;"Umklemmen und Verlängern der Schneckenverdichter-";"Stück";"Umkl.u.Verl.Schnec."
1546;"AEG-Abdeckung ";"Stück";"AEG-Abdeckung"
1547;"Installation Laden und Lager";"Stück";"Laden u. Lager"
1548;"Liefern und Verlegen der F90-Leitungen für ";"Stück";"F 90-Leitungen"
1549;"Punkt 14: Lieferung und Montage von 3 FR-Leuchten, 1x58W. ";"Stück";"Außenanlage, FR-Leuchten"
155;"Schlitzbandeisen 30x40";"Stück";"BS2"
1550;"Der Deckel ist nicht mehr lieferbar. Austausch ";"Stück";"Punkt 9: "
1551;"Austausch des UV-Lichtes. ";"Stück";"Aust. UV-Licht"
1552;"Die Lite-Blindstreifen ersetzen. ";"Stück";"Lite-Blindstreifen "
1553;"Austausch einer Bildschirm-Arbeitsplatz-";"Stück";"Aust. Bildschirml. "
1554;"Die Blechtür ersetzen. Punkt 20.";"Stück";"Blechtür ers. "
1555;"Liefern und Verlegen einer Kabelbahn bis zu 30m";"Stück";"Kabelbahn "
1556;"LIYCY, 4x0,25qmm";"Meter";"LIYCY "
1557;"Vorschaltgerät 70W, NAV";"Stück";"LQ18"
1558;"SATA-Anschlußkabel ";"Stück";"SATA-Anschl.-Kab."
1559;"Umhängung von 28m Lichschiene in 5m Höhe. ";"Stück";"Lichtschiene"
156;"Ankerschiene 20cm, 2 Bohrungen";"Stück";"BS4"
1560;"Lieferung und Montage von 2 Zündgeräten für die ";"Stück";"Zündgeräte "
1561;"Strahler Frontscheibe mit Rahmen.";"Stück";"Strahl. Frontscheibe"
1562;"Entsorgung Fernseher, pauschal ";"Stück";"Ents. Fernseher"
1563;"Edelstahltauchpumpe";"Stück";"Pumpe"
1564;"NAV-E-150W-Leuchte";"Stück";"NAV-E-150W-Leuchte"
1565;"Austausch der Wandler in der Zähleranlage sowie";"Stück";"Austausch Wandler."
1566;"NAV, 150W";"Stück";"NAV,150W"
1567;"Vorschaltgerät, 150 ";"Stück";"Vorschaltgerät 150"
1568;"SHP-TS, 70W";"Stück";"SHP-TS, 70W"
1569;"Auswechseln der Vermietereigenen HA-HV-Kombination";"Stück";"HA-HV-Kombination "
157;"Ankerschiene 30cm, 2 Bohrungen";"Stück";"BS5"
1570;"Umsetzen der alten Verteilung, (nach BBS 40KW,  ";"Stück";"Umsetzen d. Verteil."
1571;"Demontage der gesamten Elektroinstallation in den ";"Stück";"Dem. E-Installation "
1572;"Installation des Büros, einschl. EDV-, Telefon-";"Stück";"Inst. Büro, EDV,etc."
1573;"Demontage und Montage der Kassenbretter, einschl. ";"Stück";"Kassenbretter"
1574;"Installation des Pfandraumes. ";"Stück";"Pfandraum-Install. "
1575;"Installation von 3 Lüfterleitungen, einschl. ";"Stück";"Lüfterleitungen "
1576;"Heizungsanlage, RWA, 14 Lichtbänder-";"Stück";"Neuverlegung"
1577;"Neue Lagerinstallation bestehend aus: ";"Stück";"Lagerinstallation "
1578;"Demontage und Montage der Verkaufsraumbeleuchtung,";"Stück";"Verkaufsraumbel. "
1579;"Demontage und Neumontage von bis zu 7 ";"Stück";"Außenbeleuchtung "
158;"Schlitzschrauben 5x70";"Stück";"BS57"
1580;"Lieferung und Montage der Rampenbeleuchtung, ";"Stück";"Rampenbeleuchtung "
1581;"Aufstellen und Anschluß von 16 AHT-Truhen. ";"Stück";"AHT-Truhen-Aufb. "
1582;"Umbau der RWA-Anlage. ";"Stück";"RWA-Anlage. "
1583;"Lastabwurfrelais, 32A ";"Stück";"LSR, 32A"
1584;"Jalousietaster, 2-fach a. P. ";"Stück";"Jalousiet. 2-fach"
1585;"Leuchtstoffröhre T5 54W/840";"Stück";"LT54"
1586;"Auswechseln der angeflanschten Hausanlage-UV";"Stück";"Auswech. Hausanl. "
1587;"Auswechseln der HA-HV-Kombination an einem Sonntag in Zusammenarbeit mit Vattenfall, ";"Stück";"Auswechs. HA-HV"
1588;"Demontage der alten Lidl-Zähleranlage und Setzen ";"Stück";"Demont. Lidl-Zähller"
1589;"Demontage und Abmeldung der nicht mehr vorhandenen";"Stück";"Demont.u.Abmeld. "
159;"Perilex-Stecker FR 16A, IP44";"Stück";"C24"
1590;"Zimmer:";"Stück";"Kpl. Erneuer.E-Anl."
1591;"Demontieren und Entsorgen der E-Verteilung ";"Stück";"Dem. E-Verteilung "
1592;"Tasterschaltung mit 3 Deckenauslässen über ";"Stück";"Tasterschaltung "
1593;"Serienschaltung mit 2 Deckenauslässen";"Stück";"Serienschaltung "
1594;"Serienschaltung mit 1 Deckenauslaß und 1 Spiegel-";"Stück";"Seriensch. m.Decken."
1595;"Ausschaltung mit 1 Deckenauslaß, 2 Doppel-";"Stück";"Aussch.m.Decken. "
1596;"Ausschaltung mit 1 Deckenauslaß, 1 Doppel-";"Stück";"Aussch. Deckenaus. "
1597;"Liefern und Verlegen der Steuerungsleitung, ";"Stück";"Steuerungsleitg. "
1598;"Ausschalter mit 1 Deckenauslaß, Ausschaltung für ";"Stück";"Aussch. Deckenausl. "
1599;"Ausschaltung mit 1 Deckenauslaß und Doppelsteck-";"Stück";"Ausschl. Deckenaus. "
160;"CEE-Steckdose 16A, 5-polig, u.P. FR";"Stück";"C25"
1600;"Lieferung und Montage von 3m NYY 4x95mm²";"Stück";"Anschl. neuen HA"
1601;"Umschalten auf Wandleranlage (2. Mann ab 6:00 Uhr)";"Stück";"Umschalt. Wandleranl"
1602;"Die Installation des neuen Potentialausgleichs";"Stück";"Inst. Potiausgl. "
1603;"Auswechseln des Zählerschrankes, der ";"Stück";"Ausw. Zählerschrank"
1604;"Tehalit Endkappe";"Stück";"Tehalit Endkappe"
1605;"T5-Leuchtstofflampe 80W. ";"Stück";"ll80"
1606;"Lieferung und Montage von 8 Sicherungsautomaten in";"Stück";"SI-Automaten "
1607;"Durchbohren der Rückwand der Verteilung ";"Stück";"Durchb. Rückwand"
1608;"Telefonkabel 4x2x0,6.";"Meter";"Telefonkabel "
1609;"Cat 6-Leitung, 4x2x0,6.";"Meter";"Cat 6-Leitung"
161;"CEE-Kanalsteckdose 16A, 5-polig, IP56";"Stück";"C26"
1611;"NYY 3x2,5-Leitung.";"Meter";"NYY 3x2,5-Leitg. "
1612;"NYY 5x2,5-Leitung.";"Meter";"NYY 5x2,5-Leitg. "
1613;"Liefern und Verlegen von 100m Kabelabdeckhauben.";"Stück";"Kabelabdeckhauben "
1614;"Liefern und Verlegen eines Kabels für die unzu-";"Meter";"Kabel f. Parkplatzb."
1615;"NYY 3x2,5-Leitung. ";"Meter";"NYY 3x2,5"
1616;"Verlegen der erforderlichen Kabel im Dach und ";"Stück";"Verleg. d. Kabel"
1617;"NYY 5x2,5-Leitung. ";"Meter";"NYY 5x2,5"
1618;"Liefern und Verlege eines Hauptkabels im HA-Raum.";"Stück";"Hauptkab. HA-Raum "
1619;"Potentialausgleich komplett verstärken. ";"Stück";"Potiausgl. kpl."
162;"CEE-Stecker 63A, 5-polig";"Stück";"C3"
1620;"Demontage und Entsorgung von 2 Zähleranlagen. ";"Stück";"Dem. u. Ents. "
1621;"Meyer Strahler für Ausleger HQITS 70W";"Stück";"Meyer Strahler"
1622;"Gemäß Auftrag für o. g. Verkaufsstelle führten wir";"Stück";"E-Installation "
1623;"Schanier für die Tür der Unterverteilung ( Fabrik.";"Stück";"Schanier f. UV"
1624;"Türalarm baugleich SM4";"Stück";"Türalarm baugleich "
1625;"Abklemmen der ehemaligen Fleischerzuleitung. ";"Stück";"Abklemm.ehem.Fleisch"
1626;"Beschaffung der neuen Wandler- und HA-Sicherungen ";"Stück";"Beschaff.n.Wandler. "
1627;"Lieferung und Montage der Ableitungen ";"Stück";"Sicherungslast.-Vert"
1628;"Umrüsten des Zählerfreiplatzes auf Stromver-";"Stück";"Umrüsten Zählerf. "
1629;"Freischalten und Reinigen eines End-OVK's. ";"Stück";"End-OVK"
163;"CEE-Stecker 125A, 5-polig";"Stück";"C4"
1630;"Einbau eines Weberlasttrenners 3x100A und Anpassen des Deckels. ";"Stück";"Weberlasttrenner"
1631;"Maico Lüfter für Fenstereinbau EVN 15P";"Stück";"Maico EVN15P"
1632;"Demontage einer Wechselstromzähleranlage";"Stück";"Dem. Wechselstromzähleranl. "
1633;"Auswechseln der Drehstromverteilung";"Stück";"Ausw. d. Drehstromverteilung "
1634;"Zählertafel ";"Stück";"Zählertafel "
1635;"Kücheninstallation ";"Stück";"Kücheninstallation "
1636;"Wohnzimmerinstallation ";"Stück";"Wohnzimmerinstallation "
1637;"Schlafzimmerinstallation";"Stück";"Schlafzimmerinstallation"
1638;"Badezimmerinstallation ";"Stück";"Badezimmerinstallation "
1639;"Flurinstallation ";"Stück";"Flurinstallation "
164;"CEE-Stecker 16A, 3-polig";"Stück";"C5"
1640;"Kammerinstallaion ";"Stück";"Kammerinstallation"
1641;"Liefern und Verlegen eines Hauptkabels von der Niederspannungsstation zur Pos. 1 NYY 4x95m² ";"Stück";"Hauptkabel Niederspannungsstation "
1642;"Lieferung und Montage eines Hauptverteilers mit Lasttrenner NH00, zum Einschleifen in das vorhandene";"Stück";"Hauptverteiler m. Lasttrenner "
1643;"Lieferung und Montage eines Zählerschranks für Eon bis 40KW, einschl. Anschluß an Pos. 1. ";"Stück";"Zählerschrank f. Eon"
1644;"Lieferung und Montage von Spiegelrasterleuchten für den Ladenbereich, 4x18W mit EVG. ";"Stück";"Spiegelrasterleuchten "
1645;"Montage von ca. 13 bauseitig gelieferten Leuchten. ";"Stück";"baus. gel. Leuchten "
1646;"Setzen eines Zählerschrankes mit Unterzählern bis 63A im HA-Raum des Aldi-Marktes ";"Stück";"Setzen Zählerschrank "
1647;"Lieferung und Montage einer ungeschalteten Zuleitung zwischen Pos. 1";"Stück";"ungesch. Zuleitung "
1648;"Lieferung und Montage einer Steuerleitung von den Uhren der Ladenverteilung zur Pos. 1";"Stück";"Steuerleitung "
1649;"Demontage der alten 100A-Zähleranlage und Öffnen der FB-Kernbohrung für Vattenfall. ";"Stück";"Demont. 100A-Zähleranl. "
165;"CEE-Kupplung 16A, 5-polig";"Stück";"C6"
1650;"Lieferung und Montage eines ca. 10m Kabelkanals, 60x100 im Lager. ";"Meter";"Kabelkanal Kühlregal"
1651;"Lieferung und Montage eines Gitterbahnkanals, 100x80";"Meter";"Gitterbahnkanal"
1652;"Die Gipskartonverkleidungen öffnen und 2 Durchbrüche erstellen. Anschließen und mit Brandschutzmasse";"Stück";"Gipskartonverkleidung"
1653;"Umverlegen der Leitung für die Zählerfernabfrage. ";"Stück";"Zählerfernabfrage"
1654;"Austausch eines EVG's in den Rastereinbauleuchten, 4x18W (o. Leuchtemittel). ";"Stück";"Aust. EVG's 4x18W"
1655;"Lieferung und Montage neuer Rastereinbauleuchten (Spiegelraster), 4x18W ohne Leuchtmittel. ";"Stück";"Neue Rastereinbauleuchten "
1656;"Lieferung Bäro-Leuchtmittel BLS-150W. ";"Stück";"Bäro Leuchtmittel "
1657;"Austausch des Leuchtmittels BLS 150W. Falls Vorschaltgerät der Leuchte defekt ist, ";"Stück";"Ausausch Leuchtmittel "
1658;"Einbaulüfter ";"Stück";"Einbaulüfter"
1659;"Mastabdeckung ";"Stück";"Mastabdeckung "
166;"CEE-Kupplung 63A, 5-polig";"Stück";"C8"
1660;"Lidl-Gerüstkosten (Anlieferung u. Abholung)";"Stück";"Lidl-Gerüstkosten"
1661;"Neuanschuluß einer Kühlung mittels 5x10qmm. ";"Stück";"Neuanschluß Kühlung "
1662;"Lieferung und Montage von 2 HIT-Strahler je 150W, ";"Stück";"HIT-Strahler, 150W"
1663;"Liefern und Verlegen von 2 Zuleitungen abgehend von der geschalteten Werbezuleitung. ";"Stück";"Zuleitungen, Werbezuleitungen"
1664;"Lieferung und Montage einer FR-Doppelsteckdose im Eingangsbereich am Regal. ";"Stück";"FR-Doppelsteckdose"
1665;"Sicherungsautomat LSS, B50, 3-polig. ";"Stück";"LSS, B50 3-pol."
1666;"Lieferung und Montage eines Stromkreises, einschl. der Notleuchten für die Deckenmontage";"Stück";"Stromkreis einschl. Notleuchten "
1667;"Lieferung und Montage eines Leer-Rohres für den Alarmanlagenschalter. ";"Stück";"Leer-Rohr"
1668;"Skylift-Einsatz ";"Stück";"X50, Skylift-Einsatz "
1669;"Baustromverteiler-Leihgebühr";"Stück";"Baustromverteiler Leihgebühr"
167;"CEE-Kupplung 125A, 5-polig";"Stück";"C9"
1670;"Lieferung und Montage von 2 Jalousieschalter u. P.  für die Rolladen im Backshop";"Stück";"Jalousieschalter u. P. "
1671;"Lieferung und Montage einer größeren Unterverteilung für Getränke Hoffmann (120 TE),";"Stück";"Erweiterte Unterverteilung "
1672;"Lieferung und Montag eines Stromkreises für das Außenleergutlager mit 4 FR-Leuchten, 1x58W. ";"Stück";"Stromkreis f. Außenleergutlager"
1673;"Anschlußarbeiten an 2 Automatiktüren (Backshop und Hoffmann). Einbau von ";"Stück";"Anschluß Automatiktüren "
1674;"Lieferung und Montage der Heizungszuleitungen (s. Aldi-Angebot).";"Stück";"Heizungszuleitungen "
1675;"Montage der bauseitig gelieferten Steuerung. ";"Stück";"Montage Steuerung "
1676;"Anschluß der Elemente für die Steuerung nach vorliegenden Plänen. ";"Stück";"Anschluß Elemente Steuerung "
1677;"Tronic Trafo 105 VA";"Stück";"Tronic Trafo "
1678;"Laternengläser ";"Stück";"Laternengläser "
1679;"Jalousietaster aP";"Stück";"Jalousietaster aP"
168;"Hohlwandabzweigdosen";"Stück";"D11"
1680;"LS-Röhre 36W/640, U-Form ";"Stück";"LS-Röhre 36W/640, U-Form "
1681;"Lieferung und Montage eines konisch zulaufenden Lichtmastes, LPH 6m, Doppelausleger wird";"Stück";"Lichtmast, LPH 6m"
1682;"Auswechseln der zerstörten Zählertafel. Bestückt mit 6 Sicherungsautomaten, 16A B und Vor-";"Stück";"Auswechseln Zählertafel "
1683;"Auswechseln von 2 Schildkrötenleuchten in FR-Leuchten, 1x58W mit Wanne im ";"Stück";"Schildkrötenleuchten "
1684;"Anbringen von 4 FR-Leuchten an der Südfassade. ";"Stück";"FR-Leuchten, Fassade "
1685;"Liefern und Verlegen eines Stromkreises im Dach, einschl. der erforderlichen ";"Stück";"Stromkreis, Dach "
1686;"Auswechseln einer defekten FR-Leuchte am Vordach. ";"Stück";"Auswechseln, defekter FR-Leuchte"
1687;"Liefern und Verlegen eines Hauptkabels zwischen Pos. 2 und der Pos. 8, NYY 5x25mm² bis zu  15m. ";"Stück";"Hauptkabel "
1688;"Lieferung und Montage einer Unterverteilung neben der Kühlzelle für die Kühlmaschinen";"Stück";"Unterverteilung f. Kühlmaschinen"
169;"Schalterdosen u. P. m. Schrauben";"Stück";"D2"
1690;"Kombinationsrahmen 5-fach";"Stück";"SU19"
1691;"Strahler mit Bewegungsmelder";"Stück";1691
1692;"Kamera-Atrappe";"Stück";"Inst.3 Kamera-Atrap."
1694;"RAV SM0562XT-E Klimatruhe, Wärmepumpe, ";"Stück";"RAV SM0562XT-E"
1695;"RAV SP0562T-E Super Digital-Inverter, Wärmepumpen-";"Stück";"RAV SP0562AT-E"
1696;"Kältemittelleitung, Ringware, fertig gedämmt 1/4'";"Meter";"Kältemittelleitung"
1697;"Kältemittelleitung, Ringware, fertig gedämmt, 1/2'";"Meter";"Kältemittelleitg. R."
1698;"FA-2 EU Lötstutzen für 1/4'-Rohr inkl. CU-";"Stück";"FA-2 EU Lötstutzen "
1699;"FA-4 EU Lötstutzen für 1/2'-Rohr inkl. CU-";"Stück";"FA-4 EU Lötstutzen"
170;"Telefondose u. P.  m. Anschl.-Kl.";"Stück";"D5"
1700;"Lieferung und Montage des Hauptzuleitungskabels abgehend von der vermietereigenen ";"Stück";"Hauptzuleitungskabel "
1701;"Liefern und Verlegen einer neuen Zuleitung für die Lüftung. ";"Stück";"Zuleitung f. Lüftung"
1702;"2 Port AD-Wandler Telekom Eumex 100";"Stück";1702
1703;"Ausklemmen von  Kühlmaschinenleitungen und Verlängern um ca. 70m zur Pos. 2";"Stück";"Ausklemmen v. Kühlmaschinenleitung."
1708;"Umschwenken der Pfandzuleitungen. ";"Stück";"Umschwenken Pfandzuleitung "
171;"Abzweigkasten u. P. 100x100 m. Deckel";"Stück";"D6"
